xflr5 v6.47

VTOL_SINGLE_W1_FX63137_2020
T1-25.0 m/s-Panel-0.0kg-x0.0m-Inviscid
QInf  =   25.000000 m/s
Alpha =   20.000000
Beta  =    0.000°
Phi   =    0.000°
Ctrl  =    0.000
CL    =    2.390595
Cy    =    0.000000
Cd    =    0.156097     ICd   =    0.156097     PCd   =    0.000000
Cl   = 2.87936e-15
Cm   =   -0.764391
ICn   =    0.000000     PCn   =    0.000000 
XCP   =    0.059476     YCP   =   -0.000000     ZCP   =    0.013224  
XNP   =    0.000000
Bending =   89.889536

Main Wing Cp Coefficients
 Panel     CtrlPt.x        CtrlPt.y        CtrlPt.z       Nx      Ny       Nz        Area       Cp
Main WingCp Coefficients
Strip 1
 787       5.859e-02       9.293e-01      -1.919e-03           0.091           0.005          -0.996       1.028e-03          0.6053
 788       3.775e-02       9.293e-01      -3.311e-03           0.038           0.003          -0.999       8.981e-04          0.7376
 789       2.044e-02       9.293e-01      -3.539e-03          -0.019           0.002          -1.000       6.987e-04          0.9246
 790       8.052e-03       9.293e-01      -2.788e-03          -0.125           0.001          -0.992       4.466e-04          0.8892
 791       1.597e-03       9.293e-01      -8.783e-04          -0.621          -0.000          -0.784       1.937e-04         -1.8882
 792       1.597e-03       9.293e-01       3.390e-03          -0.874           0.000           0.486       3.124e-04         -9.0493
 793       8.052e-03       9.293e-01       9.145e-03          -0.502           0.002           0.865       5.125e-04         -5.3293
 794       2.044e-02       9.293e-01       1.427e-02          -0.294           0.005           0.956       7.309e-04         -3.3609
 795       3.775e-02       9.293e-01       1.797e-02          -0.140           0.008           0.990       9.063e-04         -2.4305
 796       5.859e-02       9.293e-01       1.947e-02          -0.012           0.012           1.000       1.024e-03         -1.7726
 797       8.127e-02       9.293e-01       1.853e-02           0.092           0.016           0.996       1.071e-03         -1.2382
 798       1.040e-01       9.293e-01       1.542e-02           0.180           0.021           0.983       1.041e-03         -0.7712
 799       1.248e-01       9.293e-01       1.107e-02           0.231           0.025           0.973       9.227e-04         -0.4159
 800       1.421e-01       9.293e-01       6.713e-03           0.259           0.027           0.965       7.236e-04         -0.1959
 801       1.545e-01       9.293e-01       3.095e-03           0.312           0.032           0.949       4.667e-04          0.0096
 802       1.609e-01       9.293e-01       7.571e-04           0.417           0.042           0.908       1.672e-04          0.2262
Strip 37
 803       1.566e-01       9.729e-01       5.636e-04          -0.332          -0.034          -0.943       1.401e-04          0.5054
 804       1.503e-01       9.729e-01       2.127e-03          -0.209          -0.022          -0.978       3.945e-04          0.5054
 805       1.382e-01       9.729e-01       3.722e-03          -0.080          -0.010          -0.997       6.100e-04          0.5448
 806       1.214e-01       9.729e-01       4.095e-03           0.024          -0.001          -1.000       7.812e-04          0.5385
 807       1.011e-01       9.729e-01       2.867e-03           0.093           0.004          -0.996       8.947e-04          0.5226
 808       7.906e-02       9.729e-01       4.922e-04           0.121           0.006          -0.993       9.353e-04          0.5207
 809       5.700e-02       9.729e-01      -1.867e-03           0.091           0.005          -0.996       8.945e-04          0.5727
 810       3.672e-02       9.729e-01      -3.221e-03           0.038           0.003          -0.999       7.816e-04          0.7047
 811       1.988e-02       9.729e-01      -3.442e-03          -0.019           0.002          -1.000       6.081e-04          0.9004
 812       7.832e-03       9.729e-01      -2.712e-03          -0.125           0.001          -0.992       3.887e-04          0.9280
 813       1.553e-03       9.729e-01      -8.543e-04          -0.621          -0.000          -0.784       1.686e-04         -1.5120
 814       1.553e-03       9.729e-01       3.298e-03          -0.874           0.000           0.486       2.719e-04         -8.3202
 815       7.832e-03       9.729e-01       8.896e-03          -0.502           0.002           0.865       4.460e-04         -5.0080
 816       1.988e-02       9.729e-01       1.388e-02          -0.294           0.005           0.956       6.361e-04         -3.1814
 817       3.672e-02       9.729e-01       1.748e-02          -0.140           0.008           0.990       7.888e-04         -2.3060
 818       5.700e-02       9.729e-01       1.894e-02          -0.012           0.012           1.000       8.909e-04         -1.6819
 819       7.906e-02       9.729e-01       1.802e-02           0.092           0.016           0.996       9.325e-04         -1.1742
 820       1.011e-01       9.729e-01       1.500e-02           0.180           0.021           0.983       9.059e-04         -0.7309
 821       1.214e-01       9.729e-01       1.076e-02           0.231           0.025           0.973       8.031e-04         -0.3949
 822       1.382e-01       9.729e-01       6.530e-03           0.259           0.027           0.965       6.298e-04         -0.1887
 823       1.503e-01       9.729e-01       3.011e-03           0.312           0.032           0.949       4.062e-04          0.0049
 824       1.566e-01       9.729e-01       7.364e-04           0.417           0.042           0.908       1.455e-04          0.2143
Strip 38
 825       1.527e-01       1.012e+00       5.496e-04          -0.332          -0.034          -0.943       1.199e-04          0.4852
 826       1.465e-01       1.012e+00       2.074e-03          -0.209          -0.022          -0.978       3.374e-04          0.4835
 827       1.348e-01       1.012e+00       3.630e-03          -0.080          -0.010          -0.997       5.218e-04          0.5211
 828       1.184e-01       1.012e+00       3.993e-03           0.024          -0.001          -1.000       6.683e-04          0.5111
 829       9.860e-02       1.012e+00       2.795e-03           0.093           0.004          -0.996       7.653e-04          0.4891
 830       7.709e-02       1.012e+00       4.800e-04           0.121           0.006          -0.993       8.000e-04          0.4795
 831       5.558e-02       1.012e+00      -1.821e-03           0.091           0.005          -0.996       7.652e-04          0.5261
 832       3.581e-02       1.012e+00      -3.141e-03           0.038           0.003          -0.999       6.686e-04          0.6584
 833       1.939e-02       1.012e+00      -3.356e-03          -0.019           0.002          -1.000       5.202e-04          0.8646
 834       7.637e-03       1.012e+00      -2.645e-03          -0.125           0.001          -0.992       3.325e-04          0.9636
 835       1.515e-03       1.012e+00      -8.331e-04          -0.621          -0.000          -0.784       1.442e-04         -1.0829
 836       1.515e-03       1.012e+00       3.216e-03          -0.874           0.000           0.486       2.326e-04         -7.4575
 837       7.637e-03       1.012e+00       8.675e-03          -0.502           0.002           0.865       3.815e-04         -4.6207
 838       1.939e-02       1.012e+00       1.353e-02          -0.294           0.005           0.956       5.441e-04         -2.9606
 839       3.581e-02       1.012e+00       1.705e-02          -0.140           0.008           0.990       6.747e-04         -2.1500
 840       5.558e-02       1.012e+00       1.847e-02          -0.012           0.012           1.000       7.621e-04         -1.5663
 841       7.709e-02       1.012e+00       1.757e-02           0.092           0.016           0.996       7.977e-04         -1.0922
 842       9.860e-02       1.012e+00       1.462e-02           0.180           0.021           0.983       7.749e-04         -0.6801
 843       1.184e-01       1.012e+00       1.050e-02           0.231           0.025           0.973       6.869e-04         -0.3702
 844       1.348e-01       1.012e+00       6.368e-03           0.259           0.027           0.965       5.387e-04         -0.1834
 845       1.465e-01       1.012e+00       2.936e-03           0.312           0.032           0.949       3.475e-04         -0.0063
 846       1.527e-01       1.012e+00       7.181e-04           0.417           0.042           0.908       1.245e-04          0.1931
Strip 39
 847       1.493e-01       1.045e+00       5.375e-04          -0.332          -0.034          -0.943       1.002e-04          0.4487
 848       1.433e-01       1.045e+00       2.029e-03          -0.209          -0.022          -0.978       2.821e-04          0.4452
 849       1.318e-01       1.045e+00       3.550e-03          -0.080          -0.010          -0.997       4.362e-04          0.4808
 850       1.158e-01       1.045e+00       3.905e-03           0.024          -0.001          -1.000       5.587e-04          0.4661
 851       9.642e-02       1.045e+00       2.734e-03           0.093           0.004          -0.996       6.398e-04          0.4366
 852       7.539e-02       1.045e+00       4.694e-04           0.121           0.006          -0.993       6.689e-04          0.4188
 853       5.435e-02       1.045e+00      -1.780e-03           0.091           0.005          -0.996       6.397e-04          0.4596
 854       3.502e-02       1.045e+00      -3.071e-03           0.038           0.003          -0.999       5.590e-04          0.5932
 855       1.896e-02       1.045e+00      -3.282e-03          -0.019           0.002          -1.000       4.349e-04          0.8119
 856       7.469e-03       1.045e+00      -2.586e-03          -0.125           0.001          -0.992       2.780e-04          0.9873
 857       1.481e-03       1.045e+00      -8.147e-04          -0.621          -0.000          -0.784       1.206e-04         -0.6224
 858       1.481e-03       1.045e+00       3.145e-03          -0.874           0.000           0.486       1.945e-04         -6.4803
 859       7.469e-03       1.045e+00       8.483e-03          -0.502           0.002           0.865       3.190e-04         -4.1702
 860       1.896e-02       1.045e+00       1.324e-02          -0.294           0.005           0.956       4.549e-04         -2.6977
 861       3.502e-02       1.045e+00       1.667e-02          -0.140           0.008           0.990       5.641e-04         -1.9604
 862       5.435e-02       1.045e+00       1.806e-02          -0.012           0.012           1.000       6.371e-04         -1.4244
 863       7.539e-02       1.045e+00       1.719e-02           0.092           0.016           0.996       6.669e-04         -0.9915
 864       9.642e-02       1.045e+00       1.430e-02           0.180           0.021           0.983       6.478e-04         -0.6202
 865       1.158e-01       1.045e+00       1.026e-02           0.231           0.025           0.973       5.743e-04         -0.3462
 866       1.318e-01       1.045e+00       6.227e-03           0.259           0.027           0.965       4.504e-04         -0.1865
 867       1.433e-01       1.045e+00       2.871e-03           0.312           0.032           0.949       2.905e-04         -0.0331
 868       1.493e-01       1.045e+00       7.022e-04           0.417           0.042           0.908       1.041e-04          0.1519
Strip 40
 869       1.465e-01       1.073e+00       5.273e-04          -0.332          -0.034          -0.943       8.114e-05          0.3714
 870       1.406e-01       1.073e+00       1.990e-03          -0.209          -0.022          -0.978       2.284e-04          0.3687
 871       1.293e-01       1.073e+00       3.482e-03          -0.080          -0.010          -0.997       3.531e-04          0.4045
 872       1.136e-01       1.073e+00       3.830e-03           0.024          -0.001          -1.000       4.523e-04          0.3855
 873       9.459e-02       1.073e+00       2.682e-03           0.093           0.004          -0.996       5.180e-04          0.3492
 874       7.395e-02       1.073e+00       4.605e-04           0.121           0.006          -0.993       5.415e-04          0.3253
 875       5.332e-02       1.073e+00      -1.747e-03           0.091           0.005          -0.996       5.179e-04          0.3646
 876       3.435e-02       1.073e+00      -3.013e-03           0.038           0.003          -0.999       4.525e-04          0.5025
 877       1.860e-02       1.073e+00      -3.220e-03          -0.019           0.002          -1.000       3.521e-04          0.7352
 878       7.327e-03       1.073e+00      -2.537e-03          -0.125           0.001          -0.992       2.250e-04          0.9871
 879       1.453e-03       1.073e+00      -7.992e-04          -0.621          -0.000          -0.784       9.762e-05         -0.1606
 880       1.453e-03       1.073e+00       3.085e-03          -0.874           0.000           0.486       1.574e-04         -5.4251
 881       7.327e-03       1.073e+00       8.322e-03          -0.502           0.002           0.865       2.582e-04         -3.6677
 882       1.860e-02       1.073e+00       1.298e-02          -0.294           0.005           0.956       3.683e-04         -2.3948
 883       3.435e-02       1.073e+00       1.635e-02          -0.140           0.008           0.990       4.567e-04         -1.7382
 884       5.332e-02       1.073e+00       1.772e-02          -0.012           0.012           1.000       5.158e-04         -1.2587
 885       7.395e-02       1.073e+00       1.686e-02           0.092           0.016           0.996       5.399e-04         -0.8789
 886       9.459e-02       1.073e+00       1.403e-02           0.180           0.021           0.983       5.244e-04         -0.5609
 887       1.136e-01       1.073e+00       1.007e-02           0.231           0.025           0.973       4.649e-04         -0.3355
 888       1.293e-01       1.073e+00       6.109e-03           0.259           0.027           0.965       3.646e-04         -0.2148
 889       1.406e-01       1.073e+00       2.817e-03           0.312           0.032           0.949       2.352e-04         -0.0994
 890       1.465e-01       1.073e+00       6.889e-04           0.417           0.042           0.908       8.426e-05          0.0571
Strip 41
 891       1.442e-01       1.096e+00       5.190e-04          -0.332          -0.034          -0.943       6.255e-05          0.1606
 892       1.384e-01       1.096e+00       1.959e-03          -0.209          -0.022          -0.978       1.761e-04          0.1769
 893       1.273e-01       1.096e+00       3.428e-03          -0.080          -0.010          -0.997       2.722e-04          0.2340
 894       1.118e-01       1.096e+00       3.771e-03           0.024          -0.001          -1.000       3.487e-04          0.2221
 895       9.311e-02       1.096e+00       2.640e-03           0.093           0.004          -0.996       3.993e-04          0.1923
 896       7.280e-02       1.096e+00       4.533e-04           0.121           0.006          -0.993       4.174e-04          0.1783
 897       5.249e-02       1.096e+00      -1.719e-03           0.091           0.005          -0.996       3.992e-04          0.2283
 898       3.382e-02       1.096e+00      -2.966e-03           0.038           0.003          -0.999       3.488e-04          0.3765
 899       1.831e-02       1.096e+00      -3.170e-03          -0.019           0.002          -1.000       2.714e-04          0.6237
 900       7.212e-03       1.096e+00      -2.497e-03          -0.125           0.001          -0.992       1.735e-04          0.9464
 901       1.430e-03       1.096e+00      -7.867e-04          -0.621          -0.000          -0.784       7.525e-05          0.2617
 902       1.430e-03       1.096e+00       3.037e-03          -0.874           0.000           0.486       1.214e-04         -4.3410
 903       7.212e-03       1.096e+00       8.192e-03          -0.502           0.002           0.865       1.991e-04         -3.1275
 904       1.831e-02       1.096e+00       1.278e-02          -0.294           0.005           0.956       2.839e-04         -2.0575
 905       3.382e-02       1.096e+00       1.610e-02          -0.140           0.008           0.990       3.520e-04         -1.4910
 906       5.249e-02       1.096e+00       1.744e-02          -0.012           0.012           1.000       3.976e-04         -1.0850
 907       7.280e-02       1.096e+00       1.660e-02           0.092           0.016           0.996       4.162e-04         -0.7775
 908       9.311e-02       1.096e+00       1.381e-02           0.180           0.021           0.983       4.043e-04         -0.5362
 909       1.118e-01       1.096e+00       9.912e-03           0.231           0.025           0.973       3.584e-04         -0.3815
 910       1.273e-01       1.096e+00       6.013e-03           0.259           0.027           0.965       2.811e-04         -0.3092
 911       1.384e-01       1.096e+00       2.773e-03           0.312           0.032           0.949       1.813e-04         -0.2001
 912       1.442e-01       1.096e+00       6.781e-04           0.417           0.042           0.908       6.496e-05         -0.0527
Strip 42
 913       1.424e-01       1.113e+00       5.128e-04          -0.332          -0.034          -0.943       4.437e-05         -0.2810
 914       1.367e-01       1.113e+00       1.935e-03          -0.209          -0.022          -0.978       1.249e-04         -0.2670
 915       1.258e-01       1.113e+00       3.387e-03          -0.080          -0.010          -0.997       1.931e-04         -0.1995
 916       1.104e-01       1.113e+00       3.726e-03           0.024          -0.001          -1.000       2.473e-04         -0.1644
 917       9.200e-02       1.113e+00       2.608e-03           0.093           0.004          -0.996       2.832e-04         -0.1147
 918       7.193e-02       1.113e+00       4.478e-04           0.121           0.006          -0.993       2.961e-04         -0.0551
 919       5.186e-02       1.113e+00      -1.699e-03           0.091           0.005          -0.996       2.832e-04          0.0397
 920       3.341e-02       1.113e+00      -2.930e-03           0.038           0.003          -0.999       2.474e-04          0.2056
 921       1.809e-02       1.113e+00      -3.132e-03          -0.019           0.002          -1.000       1.925e-04          0.4590
 922       7.126e-03       1.113e+00      -2.468e-03          -0.125           0.001          -0.992       1.231e-04          0.8369
 923       1.413e-03       1.113e+00      -7.773e-04          -0.621          -0.000          -0.784       5.338e-05          0.5996
 924       1.413e-03       1.113e+00       3.000e-03          -0.874           0.000           0.486       8.608e-05         -3.2832
 925       7.126e-03       1.113e+00       8.094e-03          -0.502           0.002           0.865       1.412e-04         -2.5670
 926       1.809e-02       1.113e+00       1.263e-02          -0.294           0.005           0.956       2.014e-04         -1.7013
 927       3.341e-02       1.113e+00       1.591e-02          -0.140           0.008           0.990       2.497e-04         -1.2440
 928       5.186e-02       1.113e+00       1.723e-02          -0.012           0.012           1.000       2.820e-04         -0.9362
 929       7.193e-02       1.113e+00       1.640e-02           0.092           0.016           0.996       2.952e-04         -0.7399
 930       9.200e-02       1.113e+00       1.365e-02           0.180           0.021           0.983       2.868e-04         -0.6423
 931       1.104e-01       1.113e+00       9.793e-03           0.231           0.025           0.973       2.542e-04         -0.6438
 932       1.258e-01       1.113e+00       5.941e-03           0.259           0.027           0.965       1.994e-04         -0.6927
 933       1.367e-01       1.113e+00       2.739e-03           0.312           0.032           0.949       1.286e-04         -0.6601
 934       1.424e-01       1.113e+00       6.700e-04           0.417           0.042           0.908       4.608e-05         -0.5365
Strip 43
 935       1.413e-01       1.125e+00       5.087e-04          -0.332          -0.034          -0.943       2.649e-05         -2.0648
 936       1.356e-01       1.125e+00       1.920e-03          -0.209          -0.022          -0.978       7.458e-05         -2.2838
 937       1.247e-01       1.125e+00       3.359e-03          -0.080          -0.010          -0.997       1.153e-04         -1.9030
 938       1.095e-01       1.125e+00       3.695e-03           0.024          -0.001          -1.000       1.477e-04         -1.1823
 939       9.125e-02       1.125e+00       2.587e-03           0.093           0.004          -0.996       1.691e-04         -0.6485
 940       7.134e-02       1.125e+00       4.442e-04           0.121           0.006          -0.993       1.768e-04         -0.3663
 941       5.144e-02       1.125e+00      -1.685e-03           0.091           0.005          -0.996       1.691e-04         -0.1810
 942       3.314e-02       1.125e+00      -2.907e-03           0.038           0.003          -0.999       1.478e-04          0.0053
 943       1.794e-02       1.125e+00      -3.106e-03          -0.019           0.002          -1.000       1.150e-04          0.2359
 944       7.068e-03       1.125e+00      -2.448e-03          -0.125           0.001          -0.992       7.348e-05          0.6070
 945       1.402e-03       1.125e+00      -7.710e-04          -0.621          -0.000          -0.784       3.188e-05          0.7685
 946       1.402e-03       1.125e+00       2.976e-03          -0.874           0.000           0.486       5.140e-05         -2.3271
 947       7.068e-03       1.125e+00       8.028e-03          -0.502           0.002           0.865       8.432e-05         -2.0242
 948       1.794e-02       1.125e+00       1.253e-02          -0.294           0.005           0.956       1.203e-04         -1.3677
 949       3.314e-02       1.125e+00       1.578e-02          -0.140           0.008           0.990       1.491e-04         -1.0398
 950       5.144e-02       1.125e+00       1.709e-02          -0.012           0.012           1.000       1.684e-04         -0.8551
 951       7.134e-02       1.125e+00       1.626e-02           0.092           0.016           0.996       1.763e-04         -0.8157
 952       9.125e-02       1.125e+00       1.353e-02           0.180           0.021           0.983       1.713e-04         -1.0109
 953       1.095e-01       1.125e+00       9.714e-03           0.231           0.025           0.973       1.518e-04         -1.5890
 954       1.247e-01       1.125e+00       5.893e-03           0.259           0.027           0.965       1.191e-04         -2.4251
 955       1.356e-01       1.125e+00       2.717e-03           0.312           0.032           0.949       7.679e-05         -2.9752
 956       1.413e-01       1.125e+00       6.646e-04           0.417           0.042           0.908       2.752e-05         -3.1985
Strip 44
 957       1.407e-01       1.131e+00       5.066e-04          -0.332          -0.034          -0.943       8.810e-06         -4.2087
 958       1.351e-01       1.131e+00       1.912e-03          -0.209          -0.022          -0.978       2.480e-05         -4.9480
 959       1.242e-01       1.131e+00       3.346e-03          -0.080          -0.010          -0.997       3.835e-05         -4.1794
 960       1.091e-01       1.131e+00       3.680e-03           0.024          -0.001          -1.000       4.911e-05         -2.3927
 961       9.088e-02       1.131e+00       2.576e-03           0.093           0.004          -0.996       5.624e-05         -1.1596
 962       7.105e-02       1.131e+00       4.424e-04           0.121           0.006          -0.993       5.880e-05         -0.5996
 963       5.123e-02       1.131e+00      -1.678e-03           0.091           0.005          -0.996       5.624e-05         -0.3235
 964       3.301e-02       1.131e+00      -2.895e-03           0.038           0.003          -0.999       4.914e-05         -0.1213
 965       1.787e-02       1.131e+00      -3.093e-03          -0.019           0.002          -1.000       3.823e-05          0.0875
 966       7.039e-03       1.131e+00      -2.437e-03          -0.125           0.001          -0.992       2.444e-05          0.4118
 967       1.396e-03       1.131e+00      -7.678e-04          -0.621          -0.000          -0.784       1.060e-05          0.7707
 968       1.396e-03       1.131e+00       2.964e-03          -0.874           0.000           0.486       1.709e-05         -1.6614
 969       7.039e-03       1.131e+00       7.995e-03          -0.502           0.002           0.865       2.804e-05         -1.6189
 970       1.787e-02       1.131e+00       1.247e-02          -0.294           0.005           0.956       3.999e-05         -1.1265
 971       3.301e-02       1.131e+00       1.571e-02          -0.140           0.008           0.990       4.959e-05         -0.9043
 972       5.123e-02       1.131e+00       1.702e-02          -0.012           0.012           1.000       5.601e-05         -0.8174
 973       7.105e-02       1.131e+00       1.620e-02           0.092           0.016           0.996       5.862e-05         -0.8959
 974       9.088e-02       1.131e+00       1.348e-02           0.180           0.021           0.983       5.695e-05         -1.3281
 975       1.091e-01       1.131e+00       9.674e-03           0.231           0.025           0.973       5.048e-05         -2.5310
 976       1.242e-01       1.131e+00       5.869e-03           0.259           0.027           0.965       3.959e-05         -4.4607
 977       1.351e-01       1.131e+00       2.706e-03           0.312           0.032           0.949       2.554e-05         -5.8232
 978       1.407e-01       1.131e+00       6.618e-04           0.417           0.042           0.908       9.150e-06         -6.5824










