SOLARTII_v1_Mass_Dihedral_5deg
T1-20.0 m/s-TriUniform-ThickSurf-x0.64m-z0.0m

 alpha       beta         phi          ctrl         VInf(m/s)
       -5.5            0            0            0           20

CL           CX           CY           CD_inviscid  CD_viscous   Cl           Cm_inviscid  Cm_viscous   Cn_inviscid  Cn_viscous
   -0.52061     0.021592   2.4511e-05    0.0067597     0.014833  -0.00070676     0.014422    0.0030145  -4.4215e-05  -1.1194e-06
CP.x(m)      CP.y(m)      CP.z(m)      NP.x(m)      
    0.65617     0.007562     0.085581            0            0

mass(kg)     CoG.x(m)     CoG.y(m)     CoG.z(m)     CoG_Ixx(kg.m²)  CoG_Iyy(kg.m²)  CoG_Izz(kg.m²)  CoG_Ixz(kg.m²)  
     19.502         0.64  -1.9925e-17     0.017249          100          100          100          100





Main Wing
y(m)         Re           Ai           Cd_i         Cd_v         Cl           CP.x(%)      Trans.top    Trans.bot    Cm_i         Cm_v         Bending.mom  Vd.x         Vd.y         Vd.z         F.x          F.y          F.z        
   2101     0.880590    -1.022117     0.175214    -0.026790     0.098905     0.994736     0.000771     0.284653
   2102     0.893677    -1.048134     0.178262    -0.076135     0.090500     0.992982     0.000258     0.296510
   2103     0.891570    -1.022164     0.175733    -0.076135     0.090500     0.992982     0.000261     0.005941
Strip 41
   2104     0.886617    -0.992124     0.172368     0.185277    -0.071103    -0.980111     0.000021     0.233467
   2105     0.884757    -0.994186     0.172166     0.185277    -0.071103    -0.980111     0.000021     0.196437
   2106     0.875772    -0.992237     0.170026     0.228748    -0.062958    -0.971448     0.000061     0.226379
   2107     0.869674    -0.994359     0.168728     0.228748    -0.062958    -0.971448     0.000061     0.125079
   2108     0.852589    -0.992541     0.164308     0.253461    -0.058143    -0.965597     0.000098     0.100851
   2109     0.842648    -0.994733     0.161831     0.253461    -0.058143    -0.965597     0.000098     0.003750
   2110     0.818424    -0.993027     0.155432     0.249309    -0.058981    -0.966626     0.000130    -0.048712
   2111     0.805220    -0.995261     0.152162     0.249309    -0.058981    -0.966626     0.000129    -0.151781
   2112     0.775180    -0.993593     0.144775     0.223029    -0.064432    -0.972680     0.000153    -0.206797
   2113     0.759466    -0.995822     0.141319     0.223029    -0.064432    -0.972680     0.000152    -0.301482
   2114     0.725260    -0.994103     0.134112     0.183383    -0.072846    -0.980339     0.000167    -0.351656
   2115     0.707940    -0.996285     0.131034     0.183383    -0.072846    -0.980339     0.000166    -0.421591
   2116     0.671496    -0.994465     0.124769     0.147450    -0.080651    -0.985776     0.000171    -0.464751
   2117     0.653600    -0.996593     0.122267     0.147450    -0.080651    -0.985776     0.000171    -0.544495
   2118     0.617002    -0.994650     0.117405     0.105357    -0.090003    -0.990353     0.000166    -0.589568
   2119     0.599585    -0.996709     0.115739     0.105357    -0.090003    -0.990353     0.000166    -0.683369
   2120     0.564913    -0.994615     0.112785     0.049577    -0.102589    -0.993488     0.000151    -0.730222
   2121     0.548999    -0.996593     0.112195     0.049577    -0.102589    -0.993488     0.000151    -0.834285
   2122     0.518229    -0.994341     0.111445    -0.023141    -0.119054    -0.992618     0.000129    -0.878483
   2123     0.504767    -0.996240     0.111987    -0.023141    -0.119054    -0.992618     0.000129    -1.003270
   2124     0.479679    -0.993854     0.113318    -0.118335    -0.140331    -0.983008     0.000099    -1.043091
   2125     0.469491    -0.995699     0.114808    -0.118335    -0.140331    -0.983008     0.000099    -1.267810
   2126     0.451553    -0.993232     0.117759    -0.274798    -0.173732    -0.945676     0.000065    -1.287330
   2127     0.445275    -0.995051     0.119918    -0.274798    -0.173732    -0.945676     0.000065    -1.992550
   2128     0.435537    -0.992554     0.123997    -0.684963    -0.244623    -0.686284     0.000032    -1.493735
   2129     0.433568    -0.994370     0.126609    -0.684963    -0.244623    -0.686284     0.000032    -2.817092
   2130     0.432894    -0.993755     0.133609    -0.911296    -0.182486     0.369106     0.000047     0.244901
   2131     0.434188    -0.991323     0.138005    -0.911296    -0.182486     0.369106     0.000047     0.933616
   2132     0.442569    -0.992581     0.148020    -0.642679    -0.073917     0.762562     0.000075     0.804449
   2133     0.448163    -0.990137     0.152971    -0.642679    -0.073917     0.762562     0.000075     0.546003
   2134     0.464873    -0.991484     0.162758    -0.398234     0.001492     0.917283     0.000102     0.221061
   2135     0.474516    -0.989141     0.166940    -0.398234     0.001492     0.917283     0.000102     0.034878
   2136     0.498752    -0.990749     0.174460    -0.209024     0.052278     0.976512     0.000129    -0.135884
   2137     0.511902    -0.988565     0.177158    -0.209024     0.052278     0.976512     0.000129    -0.182949
   2138     0.542322    -0.990498     0.181542    -0.076778     0.084262     0.993481     0.000151    -0.231482
   2139     0.558191    -0.988479     0.182597    -0.076778     0.084262     0.993481     0.000151    -0.189825
   2140     0.592999    -0.990696     0.184144    -0.003275     0.100592     0.994922     0.000166    -0.184478
   2141     0.610589    -0.988796     0.184010    -0.003275     0.100592     0.994922     0.000167    -0.133650
   2142     0.647707    -0.991213     0.183476     0.044799     0.110514     0.992864     0.000172    -0.112387
   2143     0.665942    -0.989396     0.182451     0.044799     0.110514     0.992864     0.000173    -0.047116
   2144     0.703164    -0.991926     0.180632     0.067771     0.114947     0.991057     0.000168    -0.021353
   2145     0.720917    -0.990139     0.179211     0.067771     0.114947     0.991057     0.000168     0.043724
   2146     0.756024    -0.992680     0.177063     0.070276     0.115403     0.990830     0.000153     0.067185
   2147     0.772202    -0.990874     0.175705     0.070276     0.115403     0.990830     0.000153     0.126647
   2148     0.803114    -0.993339     0.174031     0.053871     0.112543     0.992185     0.000129     0.146346
   2149     0.816724    -0.991476     0.173081     0.053871     0.112543     0.992185     0.000129     0.193804
   2150     0.841635    -0.993808     0.172350     0.020337     0.106850     0.994067     0.000098     0.214230
   2151     0.851854    -0.991871     0.171933     0.020337     0.106850     0.994067     0.000098     0.243549
   2152     0.869348    -0.994061     0.172121    -0.026790     0.098905     0.994736     0.000061     0.265077
   2153     0.875574    -0.992056     0.172090    -0.026790     0.098905     0.994736     0.000061     0.282023
   2154     0.884710    -0.994143     0.172654    -0.076135     0.090500     0.992982     0.000021     0.285067
   2155     0.886593    -0.992103     0.172612    -0.076135     0.090500     0.992982     0.000021     0.308565
Strip 42
   2156     0.884259    -0.977916     0.170892     0.185277    -0.071103    -0.980111     0.000062     0.040911
   2157     0.883065    -0.984016     0.171108     0.185277    -0.071103    -0.980111     0.000062     0.212452
   2158     0.873384    -0.978029     0.168543     0.228748    -0.062958    -0.971448     0.000183     0.202834
   2159     0.867952    -0.984189     0.167663     0.228748    -0.062958    -0.971448     0.000182     0.120942
   2160     0.850140    -0.978334     0.162810     0.253461    -0.058143    -0.965597     0.000294     0.102134
   2161     0.840875    -0.984564     0.160753     0.253461    -0.058143    -0.965597     0.000293     0.006736
   2162     0.815888    -0.978821     0.153911     0.249309    -0.058981    -0.966626     0.000387    -0.046945
   2163     0.803378    -0.985093     0.151067     0.249309    -0.058981    -0.966626     0.000385    -0.144559
   2164     0.772536    -0.979388     0.143228     0.223029    -0.064432    -0.972680     0.000455    -0.206475
   2165     0.757542    -0.985654     0.140205     0.223029    -0.064432    -0.972680     0.000454    -0.294859
   2166     0.722491    -0.979899     0.132539     0.183383    -0.072846    -0.980339     0.000497    -0.351778
   2167     0.705923    -0.986119     0.129902     0.183383    -0.072846    -0.980339     0.000496    -0.415939
   2168     0.668593    -0.980263     0.123173     0.147450    -0.080651    -0.985776     0.000511    -0.465209
   2169     0.651487    -0.986427     0.121119     0.147450    -0.080651    -0.985776     0.000509    -0.537804
   2170     0.613965    -0.980448     0.115791     0.105357    -0.090003    -0.990353     0.000495    -0.589977
   2171     0.597376    -0.986543     0.114581     0.105357    -0.090003    -0.990353     0.000494    -0.674623
   2172     0.561747    -0.980413     0.111160     0.049577    -0.102589    -0.993488     0.000452    -0.730229
   2173     0.546701    -0.986427     0.111031     0.049577    -0.102589    -0.993488     0.000451    -0.822899
   2174     0.514950    -0.980138     0.109818    -0.023141    -0.119054    -0.992618     0.000385    -0.877898
   2175     0.502392    -0.986074     0.110823    -0.023141    -0.119054    -0.992618     0.000383    -0.987963
   2176     0.476306    -0.979650     0.111696    -0.118335    -0.140331    -0.983008     0.000297    -1.042331
   2177     0.467055    -0.985531     0.113649    -0.118335    -0.140331    -0.983008     0.000296    -1.242848
   2178     0.448114    -0.979026     0.116149    -0.274798    -0.173732    -0.945676     0.000195    -1.290368
   2179     0.442800    -0.984882     0.118769    -0.274798    -0.173732    -0.945676     0.000195    -1.912811
   2180     0.432060    -0.978347     0.122402    -0.684963    -0.244623    -0.686284     0.000097    -1.517695
   2181     0.431075    -0.984200     0.125472    -0.684963    -0.244623    -0.686284     0.000096    -2.648212
   2182     0.430400    -0.983584     0.132480    -0.911296    -0.182486     0.369106     0.000140     0.330670
   2183     0.430709    -0.977113     0.136440    -0.911296    -0.182486     0.369106     0.000141     0.918857
   2184     0.440089    -0.982408     0.146917    -0.642679    -0.073917     0.762562     0.000222     0.805877
   2185     0.444715    -0.975924     0.151443    -0.642679    -0.073917     0.762562     0.000223     0.546302
   2186     0.462430    -0.981309     0.161681    -0.398234     0.001492     0.917283     0.000305     0.220125
   2187     0.471130    -0.974926     0.165447    -0.398234     0.001492     0.917283     0.000306     0.037385
